variant,frame,fr_source,horizon,n_obs,alpha,beta,beta_se_nw,t_nw,t_hh,pvalue_nw,r2_in,r2_oos,cw_stat,cw_pvalue,p_neg,p_neg_ci_lo,p_neg_ci_hi,p_below_5pct,rho_ar1,beta_stambaugh
bi_spx_proxy,current_regime,robustness_shiller_only,h_120m,773,0.06722584196825876,-0.01635353848487799,0.0023363612800986148,-6.999576060508813,-8.710675759133066,5.586091497979567e-12,0.25699379960097246,0.5247875023209814,11.820137471211993,0.0,0.09740259740259741,0.05194805194805195,0.1462662337662336,0.24025974025974026,0.9698071328664958,-0.016303250629253887
cape,long_run,primary,h_12m,1674,0.10315305500032641,-0.02781003465435367,0.0099554077626629,-2.7934601291424115,-2.2785719909817117,0.005274191484886717,0.03892765308045398,0.024342287138600427,4.519943351486497,3.0928090331006075e-06,0.36716417910447763,0.31343283582089554,0.4208955223880597,0.44776119402985076,0.991586516222687,-0.027522482603218212
cape,long_run,primary,h_36m,1650,0.09256136959061266,-0.02020664152083994,0.009375518940303551,-2.1552557943193396,-1.722814366826414,0.031286253300201725,0.07155370705160291,0.04075848652941161,4.955863468068299,3.600488537314206e-07,0.15151515151515152,0.11356060606060607,0.19249999999999992,0.31212121212121213,0.9912966817835033,-0.020175358886789615
cape,long_run,primary,h_60m,1626,0.0898658833183338,-0.02055158958236526,0.008191818644276795,-2.5087945027596046,-2.0373041314718994,0.012211145142703963,0.12424397720731817,0.08563269522842631,7.263190506027692,1.8907098109366416e-13,0.27384615384615385,0.23076923076923078,0.3263076923076922,0.5692307692307692,0.9915058808853086,-0.020521560192238237
cape,long_run,primary,h_120m,1566,0.08994943081622456,-0.015189457067594428,0.005248003561813252,-2.8943305561222363,-2.503207710265297,0.0038523656401498398,0.17051916398923883,0.2127313553232485,11.626381932259168,0.0,0.006389776357827476,0.0,0.01597444089456869,0.17252396166134185,0.9909522733961907,-0.015177105377909473
cape,long_run,robustness_spxtr_only,h_60m,401,0.15196430838478495,-0.07728228459015615,0.014169753208470583,-5.4540317995063825,-5.038528155627638,8.652995850104408e-08,0.3697310045813603,0.05478170422541606,4.167518647827383,1.539666643379789e-05,0.4125,0.30593750000000003,0.5125,0.6375,0.9866211794989538,-0.07690194512738155
cape,long_run,robustness_spxtr_only,h_120m,341,0.13812548855753315,-0.0740767256555163,0.0051808799599539984,-14.298097278473527,,1.282268741151905e-36,0.8140430366054381,0.4306021338731987,6.686529853077736,1.1426193324837186e-11,0.0,0.0,0.0,0.0,0.9862448857150452,-0.07370456565083565
cape,long_run,robustness_shiller_only,h_60m,1625,0.062725794103714,-0.016231078084439802,0.008848595477841415,-1.834311233357378,-1.4740183760908887,0.06679078297748868,0.07726013957441424,0.05976963181935535,6.472082568580098,4.8330672797192165e-11,0.38153846153846155,0.3353846153846154,0.4354615384615384,0.6615384615384615,0.991506093198684,-0.016207152154935713
cape,long_run,robustness_shiller_only,h_120m,1565,0.06104015652236295,-0.01401044530044001,0.006016334199739362,-2.3287345475334407,-2.168728180921641,0.020000080460604763,0.1352474107906012,0.16874241387937383,11.577078894673658,0.0,0.1182108626198083,0.08306709265175719,0.15183706070287534,0.3546325878594249,0.9909573158484491,-0.013990027010247414
cape,current_regime,primary,h_12m,1674,0.11769166426501602,-0.04591034526231475,0.012070661031114028,-3.8034657044857454,-3.036074940385542,0.00014781612755177044,0.09466804197306455,0.0786886457445557,6.757955868145464,6.997624701909899e-12,0.14925373134328357,0.11044776119402985,0.1880597014925373,0.2537313432835821,0.9837443749059965,-0.04570573050204743
