,bi_allequity_pct,bi_wilshire_pct,bi_spx_proxy,cape,qratio,ey_deficit,mean_reversion,crestmont
2006-05-31,136.76258363008367,96.2268003418049,94.35065234861155,25.65064070875734,0.9093623081537292,-1.4185380963937946,2089.082009123457,24.44327926765757
2006-06-30,136.76258363008367,96.29471931773274,94.35882387327386,24.749582241646376,0.8588960092866784,-1.5004722400416508,2025.421343802366,23.66586239316178
2006-07-31,140.143904321989,95.05222434584935,94.0403303966231,24.696786766853307,0.8588960092866784,-1.6391097463016768,2030.8426994594597,23.696609447168075
2006-08-31,140.143904321989,97.09160789373689,96.04096907377463,25.051393562010965,0.8588960092866784,-1.751793899707216,2070.138369114762,24.121942155419426
2006-09-30,140.143904321989,99.20921553551949,98.40033788191765,25.644156440797396,0.8560921159323132,-1.629523863491551,2129.7818504928537,24.78283529459369
2006-10-31,147.04920239665628,101.57257159151052,100.27624268232422,26.538040282101726,0.8560921159323132,-1.42817575589573,2215.558371927651,25.74554190349147
2006-11-30,147.04920239665628,103.69705308866146,101.92745242038391,26.928020270856504,0.8560921159323132,-1.5536038592568726,2259.9668051612907,26.225505806966364
2006-12-31,147.04920239665628,104.74314737028321,103.21334382944137,27.282689787571694,0.8691271024829363,-1.2553277509886067,2301.7509345639246,26.673690835236062
2007-01-31,149.2133494273319,105.44957651036033,103.36793795788645,27.207536656807147,0.8691271024829363,-1.2754521830252004,2307.2857558691016,26.70109930370375
2007-02-28,149.2133494273319,103.57166234273814,101.10974696706656,27.315181413516616,0.8691271024829363,-1.4609678144226454,2328.267592469742,26.90689737050068
2007-03-31,149.2133494273319,104.58258753760528,102.11881767079385,26.227605554650907,0.8823059077423954,-1.602776572059859,2246.814233669504,25.929901533604465
2007-04-30,152.95739879831265,107.1320459654318,105.16048501209973,26.9762683141891,0.8823059077423954,-1.5069619428199985,2322.258970080218,26.763772045558028
2007-05-31,152.95739879831265,110.79780818524081,108.58337767846089,27.54849045185127,0.8823059077423954,-1.0899629620279239,2383.0617993594583,27.426788034107076
2007-06-30,152.95739879831265,109.00754061066662,106.64882259013613,27.41826274041063,0.8840736891075065,-0.997204089725721,2383.252952227481,27.391307088605068
2007-07-31,151.6604748506209,104.06563222938337,102.0894020164952,27.410088167204343,0.8840736891075065,-1.2082918037326174,2394.1240892779133,27.4784509026018
2007-08-31,151.6604748506209,105.2477481714933,103.4026384645418,26.148607189312333,0.8840736891075065,-1.4842954692008532,2294.283036235613,26.296355073805234
2007-09-30,151.6604748506209,108.9050587827545,107.10383264183557,26.725743047696934,0.8760995034441862,-1.4717107476312958,2354.8260008633506,26.953201358616866
2007-10-31,143.06625906605328,109.98623660427702,107.57645034343605,27.320648130462033,0.8760995034441862,-1.52023527415888,2416.5678350547537,27.62189665398933
2007-11-30,143.06625906605328,104.80043391519622,102.83841514778612,25.729053579498387,0.8760995034441862,-2.256656759099866,2283.2966204794056,26.062724381071806
2007-12-31,143.06625906605328,104.01896516393478,101.95107502761603,25.955510105240236,0.8470653029552256,-2.1227464725037595,2309.5452250804624,26.326123870112422
2008-01-31,130.91907150411606,97.60884211276965,95.77084420728328,24.022317760836835,0.8470653029552256,-2.8327956550898783,2142.0471665245404,24.383298257977724
2008-02-29,130.91907150411606,94.52383121967283,92.44173836824008,23.49526340181179,0.8470653029552256,-3.156177012779891,2098.8363088647234,23.858600337619606
2008-03-31,130.91907150411606,93.6640909847109,91.89082415071896,22.60681084224935,0.8475090346035908,-3.3134456906726664,2022.5468775289426,22.959792661971992
2008-04-30,125.46672370176152,97.25327750349629,95.22929944605696,23.356040643201613,0.8475090346035908,-2.7815476102156733,2092.0699219008206,23.71638725959524
