,bi_allequity_pct,bi_wilshire_pct,bi_spx_proxy,cape,qratio,ey_deficit,mean_reversion,crestmont
1875-10-31,,,,,,,126.67179504451366,
1875-11-30,,,,,,,129.8438969007454,
1875-12-31,,,,,,,130.97320828436756,
1876-01-31,,,,,,,134.8433912717045,
1876-02-29,,,,,,,136.6574279255839,
1876-03-31,,,,,,,136.35508848327066,
1876-04-30,,,,,,,132.37576322333513,
1876-05-31,,,,,,,132.1742409481002,
1876-06-30,,,,,,,134.94033004024521,
1876-07-31,,,,,,,133.3145429313266,
1876-08-31,,,,,,,126.59234994266541,
1876-09-30,,,,,,,117.7607243569857,
1876-10-31,,,,,,,114.9934170521067,
1876-11-30,,,,,,,111.78365474165659,
1876-12-31,,,,,,,109.19475399528568,
1877-01-31,,,,,,,106.39699986487526,
1877-02-28,,,,,,,102.7842151279908,
1877-03-31,,,,,,,102.11138659497438,
1877-04-30,,,,,,,92.1200670662653,
1877-05-31,,,,,,,90.47472828631525,
1877-06-30,,,,,,,88.76797614695649,
1877-07-31,,,,,,,91.80361255384132,
1877-08-31,,,,,,,102.06132525510203,
1877-09-30,,,,,,,109.48239940611185,
1877-10-31,,,,,,,111.8477598871081,
1877-11-30,,,,,,,112.36089341440001,
1877-12-31,,,,,,,112.01622809717793,
1878-01-31,,,,,,,115.48137719083297,
1878-02-28,,,,,,,114.1703458319745,
1878-03-31,,,,,,,118.80000823554136,
1878-04-30,,,,,,,123.41318817321651,
1878-05-31,,,,,,,127.90961275205356,
1878-06-30,,,,,,,133.5576553947252,
1878-07-31,,,,,,,134.76883662733755,
1878-08-31,,,,,,,132.12220478879786,
1878-09-30,,,,,,,134.80294517581692,
1878-10-31,,,,,,,134.76883662733755,
1878-11-30,,,,,,,135.90764346618664,
1878-12-31,,,,,,,138.26739319805998,
1879-01-31,,,,,,,141.8279637227199,
1879-02-28,,,,,,,145.3075957520324,
1879-03-31,,,,,,,144.60113619774515,
1879-04-30,,,,,,,151.09219488599595,
1879-05-31,,,,,,,157.90537078271194,
1879-06-30,,,,,,,160.5738105809423,
1879-07-31,,,,,,,161.91312131019197,
1879-08-31,,,,,,,163.11544646843598,
1879-09-30,,,,,,,163.42657774924265,
1879-10-31,,,,,,,171.60001189578193,
1879-11-30,,,,,,,171.63671922688007,
1879-12-31,,,,,,,166.25105095002166,
1880-01-31,,,,,,,167.7368490710882,
1880-02-29,,,,,,,170.6911184285046,
1880-03-31,,,,,,,172.3334335453734,
1880-04-30,,,,,,,175.036675593722,
1880-05-31,,,,,,,166.06635917083528,
1880-06-30,,,,,,,170.20178361356614,
1880-07-31,,,,,,,178.01898453109945,
1880-08-31,,,,,,,184.41487619089943,
1880-09-30,,,,,,,182.1809986848659,
1880-10-31,,,,,,,187.45651022979445,
1880-11-30,,,,,,,195.31074946507044,
1880-12-31,,,,,,,201.2845452576982,
1881-01-31,,,,18.473952301404932,,4.00160630035484,215.5033046682328,
1881-02-28,,,,18.147258164990234,,2.944918204165007,212.65850072602706,
1881-03-31,,,,18.27011914020499,,3.8732017481594463,215.07115794658165,
1881-04-30,,,,17.950108278222892,,-0.9104003240636,212.2605945780536,
1881-05-31,,,,18.869718693152596,,-2.6364721865652223,224.03245619435586,
